JOINT_TYPE,X_POS,Y_POS
ElbowRightAboveTolerance,0.06,0.1
ElbowLeftBelowTolerance,-0.15,-0.12
SpineShoulder,0.03629806,0.4072917
SpineBase,0.03104332,-0.1577535
ShoulderLeft,-0.1355132,0.3485701
ShoulderRight,0.1984678,0.3377214
