CLICK_STATE,X_POS,Y_POS,X_HAND,Y_HAND,HAND_STATE,HAND_CONFIDENCE,TRACKING_STATE,TIME,PARASITE
None,1068.13265057013,417.77070349264,0.168891608715057,-0.161521852016449,NotTracked,High,Tracked,12:23:23:028,
None,1067.29940303099,731.793120432332,0.168474733829498,-0.16276054084301,Unknown,Low,Tracked,12:23:23:062,
None,1067.84059319856,967.467486956833,0.168249920010567,-0.164441496133804,Unknown,Low,Tracked,12:23:23:081,
PressedDown,1068.86495496168,1144.03487338589,0.166965737938881,-0.170578107237816,Closed,High,Tracked,12:23:23:146,
None,1067.45094871982,1277.99457388221,0.164589390158653,-0.176193684339523,Closed,High,Tracked,12:23:23:305,
None,1052.22727814643,1383.42907900723,0.154403805732727,-0.19153456389904,Closed,High,Tracked,12:23:23:341,
None,990.272332642662,1471.68710082322,0.124791614711285,-0.214035376906395,NotTracked,High,Tracked,12:23:23:412,
None,953.689085489602,1541.84789079653,0.1075743958354,-0.221830055117607,NotTracked,High,Tracked,12:23:23:434,
None,946.355629663381,1592.7669052976,0.104553520679474,-0.220231875777245,NotTracked,High,Tracked,12:23:23:519,
None,1093.02875706537,1610.44872918483,0.171095758676529,-0.182470917701721,Unknown,Low,Tracked,12:23:23:550,
None,1234.94301914549,1607.0997269944,0.23519928753376,-0.151587158441544,Unknown,Low,Tracked,12:23:23:593,
None,1381.9368366737,1569.14735764474,0.300660759210587,-0.0861634537577629,Unknown,Low,Tracked,12:23:23:632,
None,1486.53150358978,1491.27539236854,0.347419917583466,0.00446847034618258,Unknown,Low,Tracked,12:23:23:667,
None,1547.91471077265,1381.08506231585,0.374866485595703,0.099496454000473,Unknown,Low,Tracked,12:23:23:701,
None,1587.10461907977,1248.69264164459,0.392270088195801,0.190341591835022,Unknown,Low,Tracked,12:23:23:743,
None,1570.54889513459,1078.44678577331,0.384100824594498,0.32007572054863,Open,High,Tracked,12:23:23:782,
None,1505.62529449693,941.889710566619,0.353872746229172,0.337560713291168,Open,High,Tracked,12:23:23:894,
None,1484.79711826935,864.424040160995,0.34433388710022,0.292725503444672,Open,High,Tracked,12:23:23:939,
None,1392.20384836226,892.832950249975,0.302674472332001,0.135351523756981,Unknown,Low,Tracked,12:23:23:976,
None,1323.59215574927,965.320470970151,0.272506415843964,0.0424108915030956,Unknown,Low,Tracked,12:23:24:032,
None,1225.63675179035,1064.42998841408,0.228982880711555,-0.0391355343163013,Unknown,Low,Tracked,12:23:24:086,
None,1002.62139906869,1167.3871765743,0.128853797912598,-0.0925760716199875,Unknown,Low,Tracked,12:23:24:114,
PressedDown,941.282278797346,1238.29109509454,0.10108008980751,-0.0822284519672394,Closed,Low,Tracked,12:23:24:151,
None,904.268705407226,1275.59821036009,0.0844118744134903,-0.0534648708999157,Closed,Low,Tracked,12:23:24:310,
None,875.067535739219,1202.11493668812,0.0732858330011368,0.130886942148209,Unknown,Low,Tracked,12:23:24:329,
None,885.943202193338,1112.62346526094,0.079449400305748,0.193339377641678,Unknown,Low,Tracked,12:23:24:355,
None,869.005577218785,1008.78270720578,0.0742120817303658,0.259972870349884,Unknown,Low,Tracked,12:23:24:431,
PressedUp,841.653831388583,897.947483345581,0.0638648569583893,0.322314947843552,Open,High,Tracked,12:23:24:486,
None,815.747925071486,790.409325628554,0.0531934387981892,0.369421690702438,Open,High,Tracked,12:23:24:509,
None,754.798469742547,683.678168205102,0.0250169094651937,0.417054027318954,Open,High,Tracked,12:23:24:540,
None,723.704174042036,603.071772469571,0.0106001365929842,0.418005466461182,Open,High,Tracked,12:23:24:564,
None,693.154906980329,544.757507363424,-0.00378455803729594,0.412944167852402,Open,High,Tracked,12:23:24:596,
None,679.501507769466,506.143519123819,-0.0114918239414692,0.398324131965637,Open,High,Tracked,12:23:24:666,
None,668.623426603335,484.556486135103,-0.0168780833482742,0.38344344496727,Open,High,Tracked,12:23:24:712,
None,669.684622956475,478.317820765938,-0.0171549916267395,0.363883316516876,Open,High,Tracked,12:23:24:746,
None,677.386627273185,472.331840444887,-0.0152261005714536,0.363629907369614,Open,High,Tracked,12:23:24:775,
None,680.878859501519,465.454483329316,-0.0155867375433445,0.36591911315918,Open,High,Tracked,12:23:24:830,
None,677.116799576693,457.980699374193,-0.0182532798498869,0.368842840194702,Open,High,Tracked,12:23:24:898,
None,675.618245672531,451.451058762171,-0.0205312687903643,0.369419604539871,Open,High,Tracked,12:23:24:933,
None,674.272281103912,446.434598827977,-0.0226699709892273,0.369007647037506,Open,High,Tracked,12:23:24:966,
None,680.056040244088,441.092532907685,-0.0229695402085781,0.369764059782028,Open,High,Tracked,12:23:24:996,
None,686.158119818523,435.680277286559,-0.0215256791561842,0.37134861946106,Open,High,Tracked,12:23:25:049,
None,693.271390743774,431.257176192202,-0.0200896449387074,0.371627569198608,Open,High,Tracked,12:23:25:086,
None,708.904547361737,428.512906552106,-0.0168399028480053,0.371377140283585,Open,High,Tracked,12:23:25:164,
None,721.996706621452,427.371664606102,-0.0139060504734516,0.370081812143326,Open,High,Tracked,12:23:25:246,
None,741.960304421529,427.760463983635,-0.00504563981667161,0.368219822645187,Open,High,Tracked,12:23:25:308,
None,752.718864505313,427.529004152973,-0.000591685064136982,0.369830459356308,Open,High,Tracked,12:23:25:354,
None,765.119102362347,427.928719210046,0.00509700272232294,0.369676530361176,Open,High,Tracked,12:23:25:430,
None,783.4732915364,430.406338359851,0.0136528639122844,0.367071181535721,Open,High,Tracked,12:23:25:434,
None,801.647234736901,432.235608919909,0.0226885490119457,0.36848059296608,Open,Low,Tracked,12:23:25:481,
None,815.753994593375,434.477504816221,0.0298818815499544,0.368064016103745,Open,Low,Tracked,12:23:25:535,
None,819.615876257167,436.808279633265,0.0322577059268951,0.367649257183075,Open,High,Tracked,12:23:25:592,
None,821.635557755531,438.183823888004,0.0335824266076088,0.369142174720764,Open,High,Tracked,12:23:25:634,
None,828.116071815145,440.724218700997,0.0366903021931648,0.36722868680954,Open,High,Tracked,12:23:25:703,
None,833.804093763115,443.237170949642,0.0398430563509464,0.366961896419525,Open,High,Tracked,12:23:25:807,
None,833.878556933216,445.551941252858,0.0402722135186195,0.366610467433929,Open,High,Tracked,12:23:25:885,
None,836.58179019686,448.736633365823,0.0419878885149956,0.364551693201065,Open,High,Tracked,12:23:25:953,
None,840.529254984207,451.632102820321,0.043701458722353,0.363785415887833,Open,High,Tracked,12:23:25:997,
None,842.272930806785,456.142112024308,0.044703334569931,0.359810709953308,Open,High,Tracked,12:23:26:023,
None,843.061747644891,461.405573174164,0.0452672466635704,0.356721997261047,Open,High,Tracked,12:23:26:071,
None,843.923603382283,467.053257260939,0.0458274073898792,0.353906959295273,Open,High,Tracked,12:23:26:114,
None,843.917406985695,473.869709001385,0.0461002588272095,0.349648863077164,Open,High,Tracked,12:23:26:143,
None,844.859930475241,482.865535003926,0.0468609556555748,0.342861771583557,Open,High,Tracked,12:23:26:172,
None,840.47922542549,493.963576399849,0.0451051481068134,0.335109323263168,Open,High,Tracked,12:23:26:200,
None,841.441451327966,504.105131842966,0.045767068862915,0.331978172063828,Open,High,Tracked,12:23:26:230,
None,841.603245218283,514.254595899062,0.0462190806865692,0.327610224485397,Open,High,Tracked,12:23:26:272,
None,839.169583855367,523.675411464231,0.0454213283956051,0.324310153722763,Open,High,Tracked,12:23:26:302,
None,840.812799472751,533.277575789158,0.0462411381304264,0.319637626409531,Open,Low,Tracked,12:23:26:343,
None,842.355571255871,542.678183129991,0.0470190942287445,0.315579950809479,Open,Low,Tracked,12:23:26:380,
None,845.218773051259,552.19321649776,0.0484187714755535,0.310977607965469,Open,Low,Tracked,12:23:26:411,
None,845.82159158067,564.400615943291,0.0489676892757416,0.301367223262787,Open,Low,Tracked,12:23:26:427,
