JOINT_TYPE,X_POS,Y_POS
ElbowRightAboveTolerance,0.06,0.1
ElbowLeftBelowTolerance,-0.15,-0.12
SpineShoulder,-0.04044598,0.3808102
SpineBase,-0.06865569,-0.1962733
ShoulderLeft,-0.1707946,0.3315499
ShoulderRight,0.1015506,0.3315015
