GESTURE,LH_X,LH_Y,LH_TS,RH_X,RH_Y,RH_TS,LE_X,LE_Y,LE_TS,RE_X,RE_Y,RE_TS,TIME,PARASITE
NONE,-0.00775002222508192,0.0478436574339867,Tracked,0.168864697217941,0.124878734350204,Inferred,-0.146960377693176,0.0742280781269073,Tracked,0.332151621580124,0.0888399481773376,Inferred,13:44:42:769,
NONE,-0.00405052257701755,0.0543835461139679,Tracked,0.152422189712524,0.122835330665112,Tracked,-0.16328339278698,0.0257574245333672,Tracked,0.327412992715836,0.111113578081131,Tracked,13:44:42:816,
NONE,-0.00417074514552951,0.0516992509365082,Tracked,0.15062803030014,0.123824864625931,Tracked,-0.16462054848671,0.0254908967763186,Tracked,0.328829735517502,0.111015126109123,Tracked,13:44:42:851,
NONE,-0.00568709522485733,0.0434046611189842,Tracked,0.150555089116096,0.126278162002563,Tracked,-0.16688583791256,0.0252750366926193,Tracked,0.34009262919426,0.107592917978764,Tracked,13:44:42:915,
NONE,-0.0121892970055342,0.0313205979764462,Tracked,0.157740563154221,0.131406664848328,Tracked,-0.177845522761345,0.0278277453035116,Tracked,0.344484120607376,0.116333216428757,Tracked,13:44:42:965,
NONE,-0.0328463241457939,0.0125194396823645,Tracked,0.175588473677635,0.143337041139603,Tracked,-0.184320762753487,0.0316258557140827,Tracked,0.348460912704468,0.130491226911545,Tracked,13:44:43:016,
NONE,-0.06428112834692,-0.0143323438242078,Tracked,0.197377279400826,0.162965521216393,Tracked,-0.193068623542786,0.0391804240643978,Tracked,0.373030334711075,0.128146573901176,Tracked,13:44:43:067,
NONE,-0.103563942015171,-0.0484350621700287,Tracked,0.269385159015656,0.201561748981476,Tracked,-0.20247994363308,0.0515593066811562,Tracked,0.370112210512161,0.163593083620071,Tracked,13:44:43:119,
NONE,-0.165329530835152,-0.0701641961932182,Tracked,0.281261712312698,0.25365874171257,Tracked,-0.203043177723885,0.049865685403347,Tracked,0.399920374155045,0.184282064437866,Tracked,13:44:43:189,
NONE,-0.210418850183487,-0.114698082208633,Tracked,0.305156618356705,0.321061819791794,Tracked,-0.20391508936882,0.0924653261899948,Tracked,0.417789310216904,0.215102404356003,Tracked,13:44:43:233,
NONE,-0.321561545133591,-0.177868112921715,Tracked,0.389946907758713,0.452641129493713,Tracked,-0.217407703399658,0.090322270989418,Tracked,0.408052951097488,0.249074533581734,Tracked,13:44:43:272,
NONE,-0.358555853366852,-0.188060000538826,Tracked,0.420575171709061,0.514025628566742,Tracked,-0.221214801073074,0.0900212302803993,Tracked,0.41229835152626,0.26497957110405,Tracked,13:44:43:300,
NONE,-0.38475501537323,-0.193394020199776,Tracked,0.449359059333801,0.555010080337524,Tracked,-0.22905632853508,0.0868822261691093,Tracked,0.414886206388474,0.279743731021881,Tracked,13:44:43:333,
NONE,-0.400798738002777,-0.192759647965431,Tracked,0.470541000366211,0.582646131515503,Tracked,-0.2332753688097,0.0855851396918297,Tracked,0.414228737354279,0.286666661500931,Tracked,13:44:43:361,
NONE,-0.406169325113297,-0.189215481281281,Tracked,0.481153249740601,0.589080452919006,Tracked,-0.237986177206039,0.0842823088169098,Tracked,0.414032757282257,0.291955918073654,Tracked,13:44:43:444,
NONE,-0.407929837703705,-0.19318300485611,Tracked,0.483371317386627,0.59664124250412,Tracked,-0.244309321045876,0.0825503095984459,Tracked,0.414401769638062,0.294717818498611,Tracked,13:44:43:490,
NONE,-0.404924601316452,-0.197770148515701,Tracked,0.480623185634613,0.596276044845581,Tracked,-0.246410101652145,0.0817401707172394,Tracked,0.414514601230621,0.29539880156517,Tracked,13:44:43:579,
NONE,-0.398954093456268,-0.199977666139603,Tracked,0.47757151722908,0.593126058578491,Tracked,-0.247396096587181,0.0799268260598183,Tracked,0.414727389812469,0.295577824115753,Tracked,13:44:43:629,
NONE,-0.390980392694473,-0.199427247047424,Tracked,0.473374277353287,0.590174615383148,Tracked,-0.246794417500496,0.0787263959646225,Tracked,0.414793908596039,0.295561194419861,Tracked,13:44:43:750,
NONE,-0.381920754909515,-0.196932837367058,Tracked,0.468259960412979,0.585185527801514,Tracked,-0.244600981473923,0.0761349648237228,Tracked,0.414928495883942,0.295320332050323,Tracked,13:44:43:871,
NONE,-0.350034654140472,-0.174529075622559,Tracked,0.455407589673996,0.567088782787323,Tracked,-0.234413042664528,0.0715509504079819,Tracked,0.415285378694534,0.293116271495819,Tracked,13:44:43:969,
NONE,-0.32778337597847,-0.161375716328621,Tracked,0.445240348577499,0.54769629240036,Tracked,-0.227573871612549,0.0714926943182945,Tracked,0.414970874786377,0.28728660941124,Tracked,13:44:44:025,
EXPLOSION_OUT,-0.302424758672714,-0.141166090965271,Tracked,0.432301968336105,0.524147868156433,Tracked,-0.214559465646744,0.0715450271964073,Tracked,0.415149003267288,0.277093142271042,Tracked,13:44:44:047,
NONE,-0.251317650079727,-0.0946532562375069,Tracked,0.402320146560669,0.484804034233093,Tracked,-0.192162796854973,0.0701732337474823,Tracked,0.410400390625,0.25328516960144,Tracked,13:44:44:128,
NONE,-0.176500245928764,-0.026644978672266,Tracked,0.35746169090271,0.417440593242645,Tracked,-0.135082617402077,0.0742082074284554,Tracked,0.424506664276123,0.185446932911873,Tracked,13:44:44:150,
NONE,-0.101740457117558,0.0446554273366928,Tracked,0.302687883377075,0.349305391311646,Tracked,-0.0821465998888016,0.0812994092702866,Tracked,0.402353197336197,0.159483030438423,Tracked,13:44:44:196,
NONE,-0.0671054944396019,0.0927227362990379,Tracked,0.274485319852829,0.31804347038269,Tracked,-0.091165579855442,0.022120600566268,Tracked,0.400928646326065,0.15272656083107,Tracked,13:44:44:229,
NONE,-0.0555801503360271,0.108119189739227,Tracked,0.265543967485428,0.304596036672592,Tracked,-0.133338108658791,0.0107095865532756,Tracked,0.39902251958847,0.147412568330765,Tracked,13:44:44:244,
NONE,-0.0521878823637962,0.109905831515789,Tracked,0.264409691095352,0.296592801809311,Tracked,-0.131365522742271,0.00451992033049464,Tracked,0.397425532341003,0.140908747911453,Tracked,13:44:44:268,
NONE,-0.0526096858084202,0.107842870056629,Tracked,0.265294522047043,0.294842779636383,Tracked,-0.132447004318237,0.00520684337243438,Tracked,0.396569162607193,0.138123542070389,Tracked,13:44:44:292,
NONE,-0.0550808869302273,0.101452469825745,Tracked,0.268465846776962,0.295735061168671,Tracked,-0.111456304788589,0.0357071831822395,Tracked,0.395435512065887,0.135938242077827,Tracked,13:44:44:317,
NONE,-0.0567533075809479,0.0986799895763397,Tracked,0.270977139472961,0.297439485788345,Tracked,-0.111240424215794,0.0356928892433643,Tracked,0.394529819488525,0.134315267205238,Tracked,13:44:44:336,
NONE,-0.0587311200797558,0.0967349261045456,Tracked,0.272846549749374,0.299591332674026,Tracked,-0.111305378377438,0.035383116453886,Tracked,0.393741995096207,0.133293658494949,Tracked,13:44:44:372,
NONE,-0.0600780323147774,0.0941709354519844,Tracked,0.274583548307419,0.30200731754303,Tracked,-0.110483132302761,0.034477673470974,Tracked,0.39314204454422,0.132242515683174,Tracked,13:44:44:419,
NONE,-0.0645373538136482,0.0889542698860168,Tracked,0.28022974729538,0.30676406621933,Tracked,-0.11069742590189,0.0326611958444119,Tracked,0.392487317323685,0.131381869316101,Tracked,13:44:44:481,
NONE,-0.0669635832309723,0.0857929959893227,Tracked,0.281432598829269,0.309140205383301,Tracked,-0.102328680455685,0.0260799750685692,Tracked,0.391862869262695,0.130859896540642,Tracked,13:44:44:533,
NONE,-0.0703785866498947,0.0823433548212051,Tracked,0.283561646938324,0.310391038656235,Tracked,-0.102268792688847,0.0243701804429293,Tracked,0.391627788543701,0.129100576043129,Tracked,13:44:44:599,
NONE,-0.0742757767438889,0.0778683125972748,Tracked,0.285315930843353,0.311754465103149,Tracked,-0.102603621780872,0.0228582788258791,Tracked,0.391247570514679,0.128395810723305,Tracked,13:44:44:647,
NONE,-0.0785931721329689,0.0735589861869812,Tracked,0.288013488054276,0.311787515878677,Tracked,-0.101095639169216,0.0206430852413177,Tracked,0.358037561178207,0.153694167733192,Tracked,13:44:44:690,
NONE,-0.0858606621623039,0.0659910514950752,Tracked,0.289175629615784,0.314867526292801,Tracked,-0.0927968919277191,0.0231019202619791,Tracked,0.389787763357162,0.122180268168449,Tracked,13:44:44:721,
NONE,-0.0893120765686035,0.0635335072875023,Tracked,0.289941817522049,0.316244810819626,Tracked,-0.0943005532026291,0.0176796298474073,Tracked,0.389832973480225,0.12213109433651,Tracked,13:44:44:796,
NONE,-0.0943700447678566,0.0616525821387768,Tracked,0.290810734033585,0.317614108324051,Tracked,-0.0943847745656967,0.0160121787339449,Tracked,0.389883697032928,0.122111059725285,Tracked,13:44:44:819,
NONE,-0.0950991362333298,0.061920527368784,Tracked,0.290562242269516,0.3183633685112,Tracked,-0.0945227146148682,0.0144242122769356,Tracked,0.389973938465118,0.121800467371941,Tracked,13:44:44:873,
NONE,-0.0966581255197525,0.0610553696751595,Tracked,0.290967166423798,0.319312274456024,Tracked,-0.0932724177837372,0.0127608915790915,Tracked,0.389993637800217,0.1218586191535,Tracked,13:44:44:929,
NONE,-0.0984049066901207,0.0604430511593819,Tracked,0.291798323392868,0.319659829139709,Tracked,-0.0914438590407372,0.0123901935294271,Tracked,0.390036284923553,0.121837802231312,Tracked,13:44:45:013,
NONE,-0.10281378030777,0.0539471507072449,Tracked,0.295790940523148,0.324124157428741,Tracked,-0.0881181806325912,0.0230938084423542,Tracked,0.390034675598145,0.121863171458244,Tracked,13:44:45:042,
NONE,-0.106115221977234,0.048090185970068,Tracked,0.297917813062668,0.32845801115036,Tracked,-0.0854412764310837,0.023120129480958,Tracked,0.389933109283447,0.122262716293335,Tracked,13:44:45:078,
NONE,-0.108785554766655,0.0404133647680283,Tracked,0.300636202096939,0.333109527826309,Tracked,-0.0636699870228767,0.0485787689685822,Tracked,0.389980524778366,0.122733764350414,Tracked,13:44:45:146,
NONE,-0.11317366361618,0.030457129701972,Tracked,0.303733855485916,0.338720232248306,Tracked,-0.110873989760876,0.0813475698232651,Tracked,0.389531224966049,0.125296115875244,Tracked,13:44:45:164,
NONE,-0.119415074586868,0.0179973505437374,Tracked,0.30657160282135,0.346314907073975,Tracked,-0.118413954973221,0.0830738693475723,Tracked,0.389472514390945,0.129737958312035,Tracked,13:44:45:181,
NONE,-0.133330777287483,-0.0132428370416164,Tracked,0.313837677240372,0.362441420555115,Tracked,-0.118530660867691,0.0843692868947983,Tracked,0.390755087137222,0.134463921189308,Tracked,13:44:45:238,
NONE,-0.142053574323654,-0.0286107808351517,Tracked,0.317773640155792,0.372235089540482,Tracked,-0.112832203507423,0.0593686327338219,Tracked,0.392683774232864,0.138585656881332,Tracked,13:44:45:312,
NONE,-0.149719461798668,-0.0424945764243603,Tracked,0.321608781814575,0.380720674991608,Tracked,-0.112974815070629,0.0594001747667789,Tracked,0.394990593194962,0.141546875238419,Tracked,13:44:45:363,
NONE,-0.162050202488899,-0.0646277964115143,Tracked,0.327156782150269,0.394337117671967,Tracked,-0.114753127098083,0.0623068660497665,Tracked,0.398668080568314,0.146546006202698,Tracked,13:44:45:398,
NONE,-0.170959860086441,-0.0699419230222702,Tracked,0.329390406608582,0.399473279714584,Tracked,-0.115588799118996,0.0643536821007729,Tracked,0.40190252661705,0.150643542408943,Tracked,13:44:45:485,
NONE,-0.180648013949394,-0.0786712840199471,Tracked,0.335604608058929,0.407726347446442,Tracked,-0.116606496274471,0.066233828663826,Tracked,0.405097752809525,0.152542069554329,Tracked,13:44:45:580,
NONE,-0.193908289074898,-0.0791275203227997,Tracked,0.342333018779755,0.41731396317482,Tracked,-0.117091923952103,0.0658510401844978,Tracked,0.407467156648636,0.155866280198097,Tracked,13:44:45:656,
NONE,-0.197719156742096,-0.0788092464208603,Tracked,0.345687389373779,0.422726541757584,Tracked,-0.117810197174549,0.0647076293826103,Tracked,0.409234255552292,0.158950984477997,Tracked,13:44:45:715,
NONE,-0.202085182070732,-0.0778240710496902,Tracked,0.349092751741409,0.427589118480682,Tracked,-0.118260860443115,0.0645993426442146,Tracked,0.409972667694092,0.160179987549782,Tracked,13:44:45:756,
NONE,-0.206048861145973,-0.0779804363846779,Tracked,0.352180421352386,0.433590173721313,Tracked,-0.118830442428589,0.0597005970776081,Tracked,0.411101013422012,0.162383168935776,Tracked,13:44:45:773,
NONE,-0.211814790964127,-0.0746525228023529,Tracked,0.3552625477314,0.440079152584076,Tracked,-0.119495280086994,0.0603938698768616,Tracked,0.412735253572464,0.165842160582542,Tracked,13:44:45:808,
NONE,-0.224271103739738,-0.0707595124840736,Tracked,0.361319482326508,0.464695483446121,Tracked,-0.120294995605946,0.0582695417106152,Tracked,0.418212085962296,0.175834998488426,Tracked,13:44:45:843,
