CLICK_STATE,X_POS,Y_POS,X_HAND,Y_HAND,HAND_STATE,HAND_CONFIDENCE,TRACKING_STATE,TIME,PARASITE
None,388.292076645589,175.503359392402,0.112270876765251,0.179102331399918,Open,Low,Tracked,13:59:12:780,
None,408.997912921502,325.918009603708,0.12393244355917,0.156883507966995,Open,Low,Tracked,13:59:12:824,
None,428.997605550253,449.308431757865,0.133024141192436,0.13831415772438,Unknown,Low,Tracked,13:59:12:840,
None,456.767514017341,551.72753919472,0.145421251654625,0.121017940342426,Unknown,Low,Tracked,13:59:12:880,
None,497.752298227178,638.144753802775,0.16211923956871,0.105733670294285,Unknown,Low,Tracked,13:59:12:910,
None,535.456904897085,709.152354678037,0.176562771201134,0.0962733775377274,Unknown,Low,Inferred,13:59:12:945,
None,612.67946054741,776.807539677883,0.207841217517853,0.0724677443504334,Unknown,Low,Tracked,13:59:12:981,
None,656.147681929482,828.653544577082,0.224545851349831,0.0711886063218117,Unknown,Low,Tracked,13:59:13:034,
None,717.09658473957,872.419552294473,0.246349543333054,0.064230352640152,Unknown,Low,Tracked,13:59:13:080,
None,773.917983471735,906.232463146669,0.266175478696823,0.0622906498610973,Unknown,Low,Tracked,13:59:13:110,
None,821.067732086643,932.701493633583,0.282101005315781,0.060774851590395,Unknown,Low,Tracked,13:59:13:141,
None,858.999861926399,952.56996279988,0.294488996267319,0.061413086950779,Unknown,Low,Tracked,13:59:13:170,
None,898.532986757907,961.841499564336,0.305166393518448,0.0725360289216042,Unknown,Low,Tracked,13:59:13:201,
None,905.365050144714,964.005349852918,0.303904831409454,0.0815346837043762,Unknown,Low,Tracked,13:59:13:240,
None,905.27836607619,960.342142389535,0.300845831632614,0.0914196595549583,Unknown,Low,Tracked,13:59:13:270,
None,902.560857362545,951.565786156958,0.296858787536621,0.102356910705566,Unknown,Low,Tracked,13:59:13:306,
None,895.226190087586,937.560428227846,0.292238384485245,0.115599520504475,Open,Low,Tracked,13:59:13:347,
None,875.855926933173,907.890427170143,0.282686501741409,0.150400519371033,Open,Low,Tracked,13:59:13:398,
None,862.635141285092,880.199266417896,0.276255637407303,0.160266861319542,Open,High,Tracked,13:59:13:434,
None,846.275099053051,851.779459290006,0.268892705440521,0.174497559666634,Open,High,Tracked,13:59:13:469,
None,830.374015812715,822.684426395515,0.261933445930481,0.188870146870613,Open,High,Tracked,13:59:13:509,
None,811.76100634549,793.725066563917,0.253575325012207,0.202078312635422,Open,High,Tracked,13:59:13:539,
None,800.331396770189,768.224967152074,0.24861253798008,0.20901058614254,Open,High,Tracked,13:59:13:578,
None,790.422728344321,745.093091374047,0.244431227445602,0.216248542070389,Open,High,Tracked,13:59:13:619,
None,784.608936735078,723.490305076963,0.242057144641876,0.224018886685371,Open,High,Tracked,13:59:13:645,
None,780.072159434661,703.381939823913,0.240479946136475,0.231112152338028,Open,High,Tracked,13:59:13:672,
None,779.906944020205,685.442097061617,0.240823492407799,0.235997393727303,Open,High,Tracked,13:59:13:710,
None,782.75360299194,669.134130428566,0.242470413446426,0.240934446454048,Open,High,Tracked,13:59:13:731,
None,783.860376011137,653.485347514589,0.243273943662643,0.246919989585876,Open,High,Tracked,13:59:13:778,
None,786.06516360257,637.960511010773,0.244573548436165,0.253366261720657,Open,High,Tracked,13:59:13:808,
None,790.839466710393,622.78550237448,0.246923640370369,0.259637802839279,Open,High,Tracked,13:59:13:843,
None,794.994326610508,607.909601003279,0.248962089419365,0.265832245349884,Open,High,Tracked,13:59:13:888,
None,798.863579285037,594.235448205394,0.250898897647858,0.27029100060463,Open,High,Tracked,13:59:13:916,
None,801.875257220081,580.416062465721,0.252427071332932,0.276723831892014,Open,High,Tracked,13:59:13:992,
None,805.196345711331,567.824577517267,0.254162192344666,0.280874788761139,Open,High,Tracked,13:59:14:031,
None,808.454569835605,555.96910033484,0.255980670452118,0.285306185483933,Open,High,Tracked,13:59:14:056,
None,810.546201566483,545.330804374525,0.257384568452835,0.288661301136017,Open,High,Tracked,13:59:14:071,
None,811.156837214444,534.971978535268,0.258397161960602,0.293180853128433,Open,High,Tracked,13:59:14:101,
None,811.71963700816,525.531772031989,0.25933825969696,0.296533823013306,Open,High,Tracked,13:59:14:141,
None,808.120864820913,514.999332039078,0.258630514144897,0.303041070699692,Open,High,Tracked,13:59:14:191,
None,802.717459657329,506.099861070586,0.257167428731918,0.305308043956757,Open,High,Tracked,13:59:14:235,
None,800.442244329769,497.477657545799,0.257108002901077,0.30902287364006,Open,High,Tracked,13:59:14:269,
None,796.962668875841,490.081840090645,0.256266534328461,0.311086088418961,Open,High,Tracked,13:59:14:300,
None,795.120431875822,482.894184279373,0.25649106502533,0.314446330070496,Open,High,Tracked,13:59:14:339,
None,794.044878218037,476.330244357711,0.257031291723251,0.317124664783478,Open,High,Tracked,13:59:14:393,
None,792.94956484907,470.332799869057,0.257785439491272,0.319583296775818,Open,High,Tracked,13:59:14:458,
None,791.291877330538,464.896056552241,0.258164674043655,0.321321934461594,Open,High,Tracked,13:59:14:484,
None,791.005697122441,460.675318920472,0.258962094783783,0.321631789207459,Open,High,Tracked,13:59:14:520,
None,793.166103125627,457.027592727761,0.260589241981506,0.322782546281815,Open,High,Tracked,13:59:14:557,
None,793.143674953034,453.543908567371,0.261016219854355,0.32426381111145,Open,High,Tracked,13:59:14:594,
None,795.293930980302,451.206381689206,0.262505441904068,0.323814004659653,Open,High,Tracked,13:59:14:640,
None,800.949006433861,448.594393044107,0.265596985816956,0.325531512498856,Open,High,Tracked,13:59:14:673,
None,801.678789702355,445.982545286689,0.266399770975113,0.326750695705414,Open,High,Tracked,13:59:14:700,
None,804.750990961542,443.569898246847,0.267943978309631,0.327549695968628,Open,High,Tracked,13:59:14:726,
None,809.570821622635,440.623754817062,0.270176231861115,0.329623520374298,Open,High,Tracked,13:59:14:755,
None,812.658411554988,438.0561805134,0.271619737148285,0.330138266086578,Open,High,Tracked,13:59:14:782,
None,813.288135706046,435.586780309571,0.272231251001358,0.331234931945801,Open,High,Tracked,13:59:14:812,
None,814.968611557606,433.07489168193,0.273077875375748,0.332377910614014,Open,High,Tracked,13:59:14:853,
None,814.785126186498,431.061423865351,0.273196935653687,0.332612812519073,Open,High,Tracked,13:59:14:882,
None,815.983150763382,429.082361373654,0.274010688066483,0.333391487598419,Open,High,Tracked,13:59:14:915,
None,816.759623921098,427.605185858953,0.274582535028458,0.333304703235626,Open,High,Tracked,13:59:14:950,
None,817.604527561614,425.670457716987,0.275187164545059,0.334594458341599,Open,High,Tracked,13:59:14:995,
None,817.640248928473,423.949127574378,0.275459975004196,0.334937185049057,Open,High,Tracked,13:59:15:036,
None,818.785100728291,422.601813972005,0.27614814043045,0.335052639245987,Open,High,Tracked,13:59:15:079,
None,816.181468196074,422.513216703894,0.275327056646347,0.332658499479294,Open,High,Tracked,13:59:15:114,
None,821.262055012683,422.099524979917,0.277777284383774,0.333091467618942,Open,High,Tracked,13:59:15:145,
PressedDown,823.634333577689,422.558820812655,0.279082030057907,0.331530064344406,Closed,High,Tracked,13:59:15:214,
None,822.912244645779,423.461426766187,0.27905797958374,0.329906135797501,Closed,High,Tracked,13:59:15:253,
None,823.835663261298,424.496151511512,0.279604613780975,0.329017221927643,Closed,High,Tracked,13:59:15:294,
None,826.256759936284,426.151297581494,0.280822992324829,0.327236831188202,Closed,High,Tracked,13:59:15:332,
PressedUp,830.16459889023,426.425503581905,0.282628268003464,0.328859776258469,Open,Low,Tracked,13:59:15:375,
None,829.104941404406,425.915642078256,0.282211482524872,0.330108612775803,Open,Low,Tracked,13:59:15:408,
None,831.216332846466,425.320317463784,0.283211082220078,0.330506294965744,Open,High,Tracked,13:59:15:446,
None,831.895137042365,424.686237714132,0.283634454011917,0.330830842256546,Open,High,Tracked,13:59:15:473,
None,833.686575050008,423.078914659731,0.28452467918396,0.332869380712509,Open,High,Tracked,13:59:15:510,
None,834.65504646186,421.868961290805,0.285019218921661,0.332862883806229,Open,High,Tracked,13:59:15:558,
None,833.010586653879,421.079841709127,0.284362018108368,0.332607060670853,Open,High,Tracked,13:59:15:602,
None,832.578099454206,419.898509429581,0.284177124500275,0.333664625883102,Open,High,Tracked,13:59:15:635,
None,831.691482686852,418.571027194817,0.28378039598465,0.334458500146866,Open,High,Tracked,13:59:15:666,
None,830.347953293907,417.138950183348,0.283163487911224,0.335253000259399,Open,High,Tracked,13:59:15:689,
None,829.949222949624,416.021239342835,0.282954037189484,0.335359543561935,Open,High,Tracked,13:59:15:720,
None,828.998661333989,415.273389223693,0.282525837421417,0.335194975137711,Open,High,Tracked,13:59:15:761,
None,828.866580679625,414.173742549709,0.282463729381561,0.33616891503334,Open,High,Tracked,13:59:15:805,
None,829.171178182734,413.115631767291,0.282599657773972,0.336574882268906,Open,High,Tracked,13:59:15:841,
None,829.215346948906,413.123831294272,0.282654702663422,0.33514067530632,Open,High,Tracked,13:59:15:874,
None,830.801526250004,413.469628601391,0.283379703760147,0.334522694349289,Open,High,Tracked,13:59:15:904,
None,828.079433676267,416.479521829895,0.282098293304443,0.32959833741188,Open,High,Tracked,13:59:15:937,
None,832.414783067502,419.302508231972,0.284050732851028,0.328556537628174,Open,High,Tracked,13:59:15:969,
None,831.986224890764,422.267786706931,0.283831626176834,0.326989591121674,Unknown,Low,Tracked,13:59:16:018,
None,830.452072401709,425.061871347549,0.283130973577499,0.325901657342911,Unknown,Low,Tracked,13:59:16:047,
None,828.419719804378,427.808629452323,0.282113075256348,0.324695646762848,Unknown,Low,Tracked,13:59:16:071,
None,827.249525806623,430.069135498887,0.281578034162521,0.324197232723236,Unknown,Low,Tracked,13:59:16:104,
None,827.744582696552,431.824375335332,0.281768083572388,0.324101477861404,Unknown,Low,Tracked,13:59:16:137,
None,827.776964393915,433.293750615912,0.281695008277893,0.323814302682877,Unknown,Low,Tracked,13:59:16:181,
None,830.927058532807,432.94909127494,0.283068776130676,0.326463520526886,Open,Low,Tracked,13:59:16:217,
None,832.748127921758,431.517955317585,0.283855497837067,0.328524768352509,Open,Low,Tracked,13:59:16:265,
None,835.417211427717,429.489228680837,0.285058826208115,0.330177903175354,Open,Low,Tracked,13:59:16:292,
None,837.139007503821,428.272428544745,0.285829037427902,0.329572439193726,Open,Low,Tracked,13:59:16:331,
None,837.684093952467,428.138749054262,0.286101877689362,0.328105986118317,Open,High,Tracked,13:59:16:366,
None,837.88909072415,428.178902893573,0.286237627267838,0.327748239040375,Open,High,Tracked,13:59:16:406,
