JOINT_TYPE,X_POS,Y_POS
ElbowRightAboveTolerance,0.06,0.1
ElbowLeftBelowTolerance,-0.15,-0.12
SpineShoulder,-0.04410095,0.3212533
SpineBase,-0.03951205,-0.1872027
ShoulderLeft,-0.2112472,0.2912803
ShoulderRight,0.103827,0.2957877
