JOINT_TYPE,X_POS,Y_POS
ElbowRightAboveTolerance,0.06,0.1
ElbowLeftBelowTolerance,-0.15,-0.12
SpineShoulder,-0.04933199,0.3732084
SpineBase,-0.004115758,-0.1602803
ShoulderLeft,-0.1875015,0.3230795
ShoulderRight,0.09998862,0.3484851
