JOINT_TYPE,X_POS,Y_POS
ElbowRightAboveTolerance,0.06,0.1
ElbowLeftBelowTolerance,-0.15,-0.12
SpineShoulder,0.05346105,0.4177469
SpineBase,0.006419946,-0.1043737
ShoulderLeft,-0.09824079,0.3621573
ShoulderRight,0.2251503,0.3666054
